ID,Label,Node Type,All Pros,Pro Bowls,Draft Age,Year Drafted,Round Selected,Pick In Round,Position,College,NFLTeam
PL10101,Mike Munchak HOF,Player,2,9,22,1982,1,8,G,Penn St.,HOU
PL10109,Luis Sharpe,Player,0,3,22,1982,1,16,T,UCLA,STL
PL10117,Roy Foster,Player,0,2,22,1982,1,24,G,USC,MIA
PL10123,Brad Edelman,Player,0,1,22,1982,2,30,G,Missouri,NOR
PL10445,Brian Holloway,Player,0,3,22,1981,1,19,T,Stanford,NWE
PL10446,Mark May,Player,0,1,21,1981,1,20,G,Pittsburgh,WAS
PL10495,Russ Grimm HOF,Player,3,4,22,1981,3,69,G,Pittsburgh,WAS
PL10761,Anthony Munoz HOF,Player,9,11,22,1980,1,3,T,USC,CIN
PL10774,Jim Ritcher,Player,0,2,22,1980,1,16,G,North Carolina St.,BUF
PL10790,Ray Donaldson,Player,0,6,22,1980,2,32,C,Georgia,BAL
PL10806,Dwight Stephenson HOF,Player,4,5,22,1980,2,48,C,Alabama,MIA
PL10915,Keith Bishop,Player,0,2,23,1980,6,157,G,Baylor,DEN
PL10923,Tunch Ilkin,Player,0,2,22,1980,6,165,T,Indiana St.,PIT
PL11101,Keith Dorney,Player,0,1,21,1979,1,10,T,Penn St.,DET
PL11117,Kent Hill,Player,0,5,22,1979,1,26,G,Georgia Tech,RAM
PL11259,Max Montoya,Player,0,4,23,1979,7,168,G,UCLA,CIN
PL11274,Cody Risien,Player,0,2,22,1979,7,183,T,Texas A&M,CLE
PL11432,Mike Kenn,Player,2,5,22,1978,1,13,T,Michigan,ATL
PL11594,Fred Quillan,Player,0,2,22,1978,7,175,C,Oregon,SFO
PL11756,Marvin Powell,Player,3,5,22,1977,1,4,T,USC,NYJ
PL11788,R.C. Thielemann,Player,1,3,22,1977,2,36,G,Arkansas,ATL
PL11971,Brad Benson,Player,0,1,21,1977,8,219,T,Penn St.,NWE
PL12128,Randy Cross,Player,0,3,22,1976,2,42,G,UCLA,SFO
PL12172,Jackie Slater HOF,Player,0,7,22,1976,3,86,T,Jackson St.,RAM
PL12581,Dennis Harrah,Player,1,6,22,1975,1,11,G,Miami (FL),RAM
PL12590,Doug France,Player,0,2,22,1975,1,20,T,Ohio St.,RAM
PL12660,Pat Donovan,Player,0,4,22,1975,4,90,T,Stanford,DAL
PL12895,Herbert Scott,Player,2,3,22,1975,13,330,G,Virginia Union,DAL
PL12914,Joe Fields,Player,1,2,21,1975,14,349,C,Widener,NYJ
PL13023,Henry Lawrence,Player,0,2,22,1974,1,19,T,Florida A&M,OAK
